Age,Gender,Previous_GPA,Attendance,Study_Hours_PerWeek,Major,Uni_Type,Financial_Status,Motivation,Stress_Levels,Professor_Quality,Class_Size,Extracurricular_Activities,Sleep_Hours_PerDay,Nutrition,Screen_Time_PerDay,Educational_Tech_Use,Bullying,Learning_Style,Lack_of_Interest,GPA
19,F,,77,15,Arts,Private,High,Low,Low,Low,89,Yes,7,Unhealthy,7,Yes,Yes,Kinesthetic,Medium,2.3
18,F,1.7,89,20,Science,Public,High,Medium,,Medium,81,No,9,Balanced,3,Yes,No,Visual,High,1.3
19,,4,98,17,Engineering,Public,Medium,,High,High,27,Yes,7,Unhealthy,5,Yes,Yes,Auditory,Medium,2.3
22,F,,83,19,Law,,Low,High,,High,36,Yes,4,Healthy,2,No,Yes,Visual,High,3.3
22,F,1.7,92,,Medicine,Private,Low,Medium,Low,Medium,96,No,8,Unhealthy,5,Yes,Yes,Visual,Low,1.3
18,,,,19,Law,Private,,Low,High,,35,No,,Balanced,5,Yes,Yes,Visual,Low,
18,,3.7,83,6,Science,Public,Low,Low,,Medium,27,No,8,Balanced,6,Yes,No,Visual,Low,3
18,M,3.7,93,17,Business,Public,Medium,,High,Low,47,No,4,Balanced,2,No,Yes,Visual,High,1
18,M,4,84,11,Business,Private,Medium,High,Low,High,40,No,4,Healthy,9,No,No,Kinesthetic,High,2.7
21,F,3,79,11,Arts,Public,,High,Medium,Medium,86,No,6,Healthy,,Yes,No,Visual,,4
,F,,92,6,Business,Public,Medium,,Low,High,,Yes,5,Balanced,4,No,Yes,,Low,3.7
21,F,1.7,77,11,Science,Private,High,High,High,High,83,Yes,5,Balanced,8,Yes,Yes,Visual,Medium,2.3
18,F,3.3,87,7,Arts,Private,Low,Low,Low,High,21,,7,Balanced,8,No,Yes,Kinesthetic,Low,1
18,F,2.7,84,20,,Private,High,Low,Low,Medium,97,No,4,Balanced,7,No,No,Visual,Low,3.3
21,F,2.7,94,19,Engineering,,Low,Medium,High,,92,No,9,Balanced,8,No,No,Kinesthetic,Low,4
19,F,2.7,83,12,Arts,Public,Medium,High,,Low,94,No,4,Unhealthy,4,Yes,No,Auditory,Low,3.3
20,M,4,78,6,Medicine,Private,High,Low,Medium,High,,No,8,,7,Yes,No,Auditory,,1
20,M,1.3,74,5,Business,Public,,Medium,High,High,75,No,4,Balanced,4,No,No,Kinesthetic,Low,2.3
,F,3.3,85,13,Law,Public,High,,High,Medium,25,Yes,,,7,Yes,No,Kinesthetic,Low,
19,F,2.3,85,5,Medicine,Private,High,,High,Low,34,,9,Healthy,6,Yes,No,Auditory,Medium,1
18,F,2.7,,20,Business,Private,,,High,Medium,77,No,7,Unhealthy,6,No,Yes,Visual,Medium,3.7
,F,2,91,14,Business,Public,High,Medium,,Low,32,No,8,Balanced,10,No,No,Kinesthetic,Low,3.7
22,M,1.7,96,8,,Private,High,Medium,Low,,72,Yes,6,Healthy,9,No,Yes,,Medium,3.7
21,M,2.7,83,10,Law,Public,Medium,High,Low,Medium,87,,4,Balanced,10,No,Yes,Visual,,4
20,F,2,74,8,Engineering,Private,High,Low,Medium,Low,29,Yes,8,Healthy,6,No,No,Kinesthetic,Low,1.3
18,F,1.7,80,9,,Public,High,,Low,Medium,55,Yes,5,Balanced,7,No,No,Kinesthetic,Low,2
22,M,2.3,94,11,Medicine,Public,High,Medium,High,,83,Yes,6,Unhealthy,7,Yes,Yes,,Low,3
21,F,1,91,13,Law,Private,Medium,High,Low,Medium,28,No,9,,7,No,Yes,Kinesthetic,Medium,
21,F,,72,11,Medicine,Public,High,Low,Medium,High,88,No,7,Healthy,,No,No,Kinesthetic,High,2.7
19,,1.3,81,12,Business,Public,High,Medium,Medium,High,46,No,5,Unhealthy,2,No,No,Kinesthetic,Medium,
18,M,3.3,97,10,Arts,Private,Low,Low,,Medium,96,,9,Balanced,10,No,Yes,Auditory,,1.7
,F,,94,10,,Private,High,Low,Medium,Medium,,,8,Balanced,8,No,No,Kinesthetic,Medium,1.7
18,F,2.7,77,8,Arts,Public,Medium,Medium,Low,Low,34,Yes,6,Unhealthy,7,Yes,No,Auditory,High,3.3
22,M,1.3,96,6,Engineering,Private,Medium,Medium,Low,Medium,60,,,Healthy,,No,,Auditory,Medium,1
18,M,2.7,74,8,Engineering,,Low,High,Medium,Medium,,No,,Unhealthy,8,Yes,Yes,Auditory,High,1.3
19,M,,82,6,Law,Private,High,Low,Low,Low,43,No,9,Balanced,6,No,No,Visual,Medium,4
19,M,3.3,100,7,Business,Private,Low,,Medium,Medium,30,No,5,Healthy,4,,Yes,Auditory,High,2.7
20,M,4,99,16,Arts,Public,High,Low,,Medium,92,,6,Unhealthy,3,No,No,Auditory,Low,4
22,M,1.7,80,16,,Public,Low,Low,,,64,Yes,7,Unhealthy,8,Yes,Yes,Kinesthetic,Low,2.7
21,M,1.7,82,9,Science,Public,Medium,Medium,Low,High,29,No,7,Unhealthy,3,Yes,Yes,Auditory,Medium,3.3
20,M,3.3,84,20,Arts,Private,Low,Medium,Medium,High,97,No,4,Unhealthy,7,Yes,Yes,Visual,Low,2.7
19,F,1,92,5,Medicine,Public,Low,,Medium,Low,,Yes,4,Balanced,3,Yes,Yes,Kinesthetic,High,3
19,F,2.3,76,14,Engineering,Public,Medium,High,Medium,High,29,No,4,Balanced,2,Yes,No,Auditory,Medium,3.3
20,F,2.3,79,14,Business,Public,Medium,Low,Medium,High,50,No,4,Healthy,6,Yes,Yes,Kinesthetic,Medium,3.7
,F,3.3,80,10,Arts,Private,Medium,,Low,,99,No,8,Unhealthy,4,,No,Kinesthetic,High,3.3
19,M,4,98,14,Business,Public,High,High,Low,High,53,No,8,Balanced,8,,Yes,Auditory,High,3
20,F,3.7,78,20,Law,Private,Medium,High,Low,Low,66,Yes,8,Balanced,10,No,No,Kinesthetic,High,4
21,M,2.7,80,11,Medicine,Public,High,,,,51,Yes,9,Balanced,8,No,No,Auditory,Low,2.3
20,M,3.3,73,17,Science,Public,,Low,High,High,30,Yes,5,Unhealthy,,No,Yes,Visual,Medium,3.3
22,F,4,76,7,,Public,Medium,Low,Low,Medium,,No,4,Unhealthy,10,No,No,Visual,High,4
20,F,2.3,100,13,Science,Private,High,High,Low,High,56,Yes,5,Balanced,5,No,No,Visual,,3.7
21,,1.3,77,16,Medicine,Public,Low,,Medium,Low,64,Yes,5,Balanced,3,No,No,Kinesthetic,Low,3
21,F,1.3,80,15,Law,,High,Low,,,52,Yes,9,Balanced,6,Yes,Yes,,Medium,
18,F,3.3,,17,Arts,Private,High,Low,High,Low,23,No,4,Unhealthy,,No,,Auditory,High,3
,F,2.3,,15,Business,Private,High,Medium,Low,High,100,Yes,8,Unhealthy,9,No,,Auditory,High,3
,F,2,93,16,Business,Private,Medium,Low,High,Medium,59,No,4,,7,Yes,No,Auditory,High,1
,M,3.7,71,8,Law,Public,Low,Medium,Medium,Low,69,,7,Unhealthy,3,Yes,No,Visual,High,4
18,F,3.7,97,14,Law,Private,,Medium,Medium,Medium,,No,,Healthy,8,No,No,Visual,High,1
18,M,3.3,76,18,Medicine,Public,High,High,Medium,Medium,,Yes,9,Balanced,,,Yes,Auditory,Low,1.3
18,F,4,99,12,Law,Private,Low,Low,Medium,High,77,No,,Unhealthy,2,Yes,No,Auditory,Medium,3
21,M,1.7,80,18,,Public,Low,Medium,Medium,High,,No,6,Unhealthy,3,,No,Auditory,Medium,4
22,M,,76,12,Law,Private,High,Medium,High,,68,,8,Balanced,7,Yes,Yes,Kinesthetic,High,1
18,M,2.7,,6,Law,,Medium,Medium,High,High,58,No,7,,10,Yes,No,Auditory,Low,3.7
,M,2,71,17,Medicine,Private,Medium,Medium,High,Low,90,Yes,6,Unhealthy,8,No,Yes,Auditory,Medium,4
18,F,,87,19,Science,Public,Medium,High,High,High,62,,4,Unhealthy,9,No,Yes,Auditory,Low,3.3
21,M,3,71,18,Engineering,Public,Medium,High,High,Medium,47,No,4,Balanced,2,Yes,No,Kinesthetic,Medium,1.7
21,F,2.7,95,13,Arts,Public,Medium,Medium,Medium,Medium,97,Yes,7,Balanced,8,Yes,No,Auditory,Medium,2
22,,3,76,20,Arts,Private,Medium,High,High,High,51,Yes,6,Healthy,2,Yes,Yes,Visual,High,1.3
19,F,2.3,82,6,Business,Private,Medium,Medium,Medium,Low,33,Yes,9,Healthy,5,Yes,Yes,Visual,Low,1
20,M,3.3,76,18,Business,Private,Medium,Low,High,Low,79,Yes,5,Healthy,7,Yes,,,Low,
18,F,1.3,80,17,Law,Private,Medium,Low,High,Medium,35,Yes,,,3,No,No,Kinesthetic,Low,4
20,M,,78,13,Arts,Private,Medium,Low,,High,58,,8,Balanced,4,Yes,Yes,Kinesthetic,Low,1
22,F,3.3,77,,Arts,Private,,Medium,Low,Low,98,Yes,,Unhealthy,6,No,No,,High,1.7
21,M,1,84,12,Business,Public,Low,Low,Low,,,No,4,Healthy,8,Yes,No,Auditory,Low,2
20,,3,92,7,Medicine,Private,Medium,Medium,Medium,High,47,Yes,6,Healthy,,,Yes,Visual,High,2.3
,M,2.3,90,7,Business,Public,Low,Medium,High,Medium,49,Yes,9,Healthy,3,No,No,Auditory,Low,1.3
19,F,1.3,98,11,Arts,Public,High,Low,Low,High,73,No,9,Balanced,3,No,No,Auditory,Low,3.7
,,3.3,89,18,Law,Private,Medium,Low,Low,High,25,No,5,Healthy,9,Yes,No,Auditory,Low,
21,F,1,99,14,Business,Public,,Low,Medium,High,27,Yes,7,Unhealthy,8,Yes,Yes,Visual,Medium,3.3
21,M,,87,7,Business,Public,Low,Medium,High,Medium,42,Yes,5,Balanced,7,No,No,Kinesthetic,Low,1.3
21,F,3,93,18,Law,,High,High,Low,High,51,Yes,4,Balanced,5,,No,Kinesthetic,Low,2.7
,F,2.3,91,15,Engineering,Public,Medium,High,Medium,Medium,83,No,8,Balanced,9,No,Yes,Kinesthetic,High,4
18,M,2,77,11,Science,,High,Low,Medium,Low,38,Yes,8,Balanced,4,Yes,No,Visual,Medium,1
19,F,4,76,10,,Public,High,Low,Low,High,96,Yes,7,Healthy,3,Yes,No,Kinesthetic,Low,2.7
22,F,2.3,78,14,Medicine,Public,Medium,Medium,High,Low,74,No,,Unhealthy,10,Yes,Yes,Kinesthetic,High,2.3
21,M,2.7,76,17,Business,Public,Medium,High,,,54,Yes,8,Unhealthy,4,No,Yes,,Low,
22,F,2,,14,Medicine,Private,High,Low,High,Medium,93,Yes,6,Balanced,6,Yes,Yes,Visual,Low,1.3
18,M,1.3,93,5,Engineering,Private,,High,High,Low,,,5,Unhealthy,8,No,Yes,Visual,High,3
20,F,3,89,6,Engineering,Public,High,High,Low,Low,42,No,8,Unhealthy,6,No,No,Visual,High,3.7
18,M,,87,15,Business,Public,Low,Medium,Low,Low,,Yes,7,Balanced,4,No,Yes,Auditory,,
18,M,1,87,,Law,Private,Low,Medium,High,High,70,No,7,Unhealthy,5,Yes,Yes,Kinesthetic,,3.3
19,M,,81,12,Business,Private,Low,Medium,High,Medium,61,No,9,Balanced,2,No,,Visual,Medium,2
18,M,3.7,92,11,Medicine,Private,Low,,Medium,Medium,28,No,6,Balanced,9,Yes,Yes,Auditory,High,2.7
18,,2.3,72,9,Business,Private,Medium,Low,Low,Low,91,Yes,4,Unhealthy,5,Yes,No,Kinesthetic,Medium,2.3
20,M,,77,8,Law,Private,High,Low,Low,Medium,72,No,4,Healthy,8,,No,Auditory,Medium,
20,,3.3,76,14,Science,Private,High,Low,High,Low,63,No,6,Unhealthy,,No,,Visual,,3.7
,F,2.3,79,,Medicine,Public,Low,Medium,Medium,,56,No,6,Balanced,,Yes,No,,High,1.7
19,F,1.7,88,5,Engineering,Public,High,,Low,Low,79,Yes,5,Healthy,10,Yes,Yes,Kinesthetic,Low,4
18,F,2.3,95,20,Business,Public,High,High,,Medium,45,No,6,,8,No,No,Visual,Low,2.3
20,F,1,92,13,Arts,Public,Medium,High,Medium,,49,Yes,9,Healthy,10,Yes,Yes,,High,3.7
22,F,1.3,81,,Engineering,Public,Low,Low,Medium,Low,66,Yes,4,Healthy,6,Yes,Yes,Auditory,High,3.7
21,F,1,76,10,Medicine,Public,Low,Low,Low,Medium,69,No,8,Unhealthy,3,No,Yes,Auditory,High,1.3
,M,1.3,93,16,Science,Private,Medium,Low,Medium,Low,63,Yes,7,Unhealthy,10,Yes,Yes,Auditory,Low,1.7
,,,76,16,Arts,Private,Medium,Medium,Low,High,38,Yes,4,Balanced,2,Yes,No,Kinesthetic,High,1.7
20,F,3.7,78,13,Medicine,Private,High,Low,High,Low,23,Yes,,Unhealthy,,,No,Kinesthetic,Medium,2.7
20,F,1,85,12,Science,Private,Medium,Low,Medium,Low,75,Yes,8,Balanced,,Yes,No,,Medium,3
,M,,79,11,Medicine,Public,,Low,Medium,Medium,62,No,7,Balanced,,No,Yes,Auditory,High,3.7
20,F,3.7,73,15,Science,Public,Low,Medium,Medium,Medium,62,No,9,Balanced,9,No,No,Auditory,Low,2.3
22,M,1,94,20,Engineering,Private,Medium,Low,Low,,25,Yes,9,Healthy,,No,,Auditory,Low,1
18,F,3.7,96,10,Law,Private,High,Low,High,Low,85,Yes,8,Unhealthy,,No,No,Auditory,Low,2.7
19,F,1.3,93,6,Law,,Low,Medium,Low,Low,51,No,5,Unhealthy,9,Yes,,Auditory,,2.3
21,,1.7,72,14,Arts,,Low,Low,High,Low,45,Yes,5,Unhealthy,8,Yes,,Kinesthetic,Medium,3
19,F,1.7,82,12,Business,Private,High,High,Low,,91,No,4,Healthy,3,No,Yes,Auditory,High,1
20,,3.7,96,16,Medicine,Private,,Medium,Low,Low,60,Yes,9,Unhealthy,7,Yes,,,Medium,2.3
20,F,2,90,5,Business,Private,,Low,High,High,94,No,5,Unhealthy,6,No,,Kinesthetic,Low,4
22,M,3,97,6,Medicine,Public,High,Medium,Low,Medium,,Yes,5,,9,No,Yes,Kinesthetic,Medium,3
22,M,1.7,89,,Arts,Private,Medium,Medium,Low,Low,93,,4,Balanced,7,Yes,No,Auditory,High,2
20,M,3,89,,Medicine,Private,High,High,High,Low,72,No,6,Unhealthy,4,No,No,Kinesthetic,High,3.7
20,M,3.3,93,10,Law,Private,Low,Medium,Medium,Low,38,,5,Unhealthy,6,Yes,No,Auditory,High,2.7
18,F,3.3,83,13,Business,Private,High,Low,Low,Low,62,Yes,7,Unhealthy,2,No,Yes,Visual,Medium,1.3
,F,2.3,83,15,Medicine,Private,Medium,Low,Low,Low,21,Yes,7,Balanced,5,No,Yes,Visual,Medium,3.7
21,,2.7,89,19,Engineering,Private,High,High,Medium,Low,46,No,8,Unhealthy,2,Yes,Yes,Visual,Medium,4
21,M,2,91,11,Arts,Public,Medium,,Medium,Low,100,No,8,Balanced,7,,Yes,Auditory,,1.3
18,,3,90,9,Engineering,Private,High,Low,High,High,,No,4,Balanced,8,Yes,Yes,Auditory,Medium,1
22,M,1,92,,Arts,Public,Medium,Low,,Medium,61,Yes,9,Healthy,3,No,No,Auditory,Medium,1.3
19,,2.3,98,,Medicine,Private,Medium,Low,Medium,Medium,29,Yes,9,Balanced,3,Yes,Yes,Auditory,High,3.3
18,,1,83,7,Business,Private,Low,Medium,Medium,High,,No,9,Balanced,8,No,Yes,Kinesthetic,High,4
20,F,3,79,5,Medicine,Public,,Low,Low,,84,No,8,Balanced,8,No,No,,Medium,2.7
22,M,1,83,5,,Public,Medium,High,Medium,Medium,81,No,,Healthy,4,No,Yes,,High,2
21,F,2,87,13,Law,Private,Medium,Medium,Medium,Medium,38,No,8,Unhealthy,7,Yes,Yes,Visual,High,1.3
19,F,1.7,84,5,Business,Private,Low,High,High,High,23,Yes,6,Healthy,4,Yes,No,Visual,Low,4
18,M,4,78,15,Arts,Private,Low,Low,,High,20,Yes,8,Healthy,2,No,,Visual,,1.3
18,,2,98,,Science,Public,Medium,Low,Medium,High,70,Yes,6,Healthy,7,Yes,No,,High,4
18,M,1.7,99,13,Engineering,Public,High,Medium,Low,Low,25,Yes,5,,5,Yes,Yes,,Low,2
19,M,1,81,14,Medicine,Public,Medium,High,Low,Low,44,Yes,6,Unhealthy,9,No,No,,Medium,2
19,M,1.7,89,9,Business,Public,High,Medium,Medium,Medium,53,Yes,8,Balanced,,Yes,No,Auditory,Low,2
18,,3.7,90,19,Business,Public,Low,,Medium,Low,78,Yes,4,Unhealthy,2,Yes,No,Kinesthetic,Medium,2.7
20,M,2.3,70,8,Medicine,Public,Medium,Medium,High,Low,46,,5,Unhealthy,7,No,Yes,Visual,High,2.3
19,M,1,92,,Engineering,Public,Low,Low,Medium,Low,95,No,7,,,,No,Auditory,Medium,2.7
18,M,4,,12,Science,Public,Low,High,Low,High,33,No,9,Unhealthy,5,No,Yes,Visual,,1.3
21,,3.7,79,8,Law,Public,Low,High,High,Low,32,Yes,,Balanced,5,,Yes,Kinesthetic,High,2
19,,4,70,20,Arts,Public,High,Low,Low,Low,43,No,9,Unhealthy,4,No,No,Kinesthetic,Low,
,M,1,76,11,Arts,Public,Low,Medium,,Medium,85,Yes,7,Healthy,4,No,Yes,Visual,High,2.7
21,M,1.3,78,17,Medicine,Public,Medium,Low,High,Low,60,Yes,6,Healthy,3,Yes,Yes,Visual,Medium,3.7
18,M,,99,20,Arts,Public,Medium,,High,High,96,Yes,5,,9,No,Yes,Visual,Low,3.7
20,M,2,73,13,Medicine,Private,High,High,High,Low,53,No,9,Unhealthy,2,Yes,Yes,Kinesthetic,Low,1.7
21,M,4,85,9,Science,Private,Medium,,High,Low,77,Yes,8,Healthy,6,Yes,,Kinesthetic,Low,4
21,F,1,76,12,Medicine,Public,Low,Medium,Medium,High,29,,4,Balanced,8,Yes,Yes,Visual,High,3.7
21,,1,80,,Medicine,Public,,Medium,,High,47,Yes,5,Unhealthy,9,No,Yes,Auditory,Medium,2.3
18,,2.3,85,,Arts,Public,Low,Medium,High,,85,No,6,Healthy,2,Yes,Yes,Kinesthetic,High,2.3
,F,2,94,13,Arts,Private,High,Medium,Medium,Low,56,No,4,,3,No,,Visual,Medium,2.3
21,F,1.7,94,15,Science,Private,High,High,,Medium,26,No,9,Unhealthy,3,No,Yes,Auditory,High,1.7
18,,2.3,82,16,Engineering,,Medium,Medium,High,Low,74,No,9,,10,Yes,Yes,Kinesthetic,Low,3.3
21,F,4,84,10,Science,Private,High,High,,,99,No,5,Balanced,6,Yes,Yes,Auditory,,1.7
18,F,3.3,98,15,Arts,Private,High,High,Low,Low,86,No,9,Healthy,6,No,Yes,Visual,High,1.3
18,M,4,71,,Science,Private,Low,High,High,High,40,No,,Healthy,7,Yes,No,Auditory,,2.7
18,,3.3,100,,,Public,Medium,Medium,High,Low,81,Yes,9,Balanced,9,No,No,Visual,Medium,4
22,F,3,94,11,Engineering,Private,High,Low,High,Medium,83,Yes,9,Unhealthy,7,,No,Auditory,Low,2.3
22,M,2.3,93,6,Engineering,Private,Medium,Low,High,High,62,Yes,8,Unhealthy,5,No,No,,Low,2.7
18,F,3.3,90,6,Engineering,Public,Medium,High,Medium,High,92,No,7,Balanced,9,No,No,Visual,Medium,
19,F,,73,13,,Private,Low,High,High,High,86,No,5,Unhealthy,10,No,No,Auditory,Low,
22,,2.7,73,10,Arts,Private,Medium,,,High,88,No,8,Healthy,6,No,Yes,Auditory,Medium,4
22,M,3.7,72,8,Law,Public,Medium,Low,Medium,High,,Yes,9,Unhealthy,10,Yes,Yes,Auditory,Low,2
22,M,2.3,82,12,,Private,High,Low,,Medium,66,No,9,Unhealthy,6,No,No,Kinesthetic,Medium,2
20,F,3.3,81,16,Engineering,Private,High,,Medium,High,57,Yes,6,Balanced,7,No,Yes,Auditory,Medium,3.7
21,M,3,75,5,Medicine,Private,Low,Medium,Medium,Low,38,No,5,Unhealthy,,Yes,Yes,Visual,High,
20,F,2.7,84,15,Law,Private,Medium,High,Low,Medium,65,No,9,Balanced,10,No,No,Visual,Low,4
19,M,1.7,,11,Business,Public,,High,Low,High,68,No,8,Unhealthy,3,No,No,Kinesthetic,Low,1.7
20,F,1.3,71,,Engineering,Public,High,,High,Medium,23,,8,Unhealthy,2,Yes,No,Kinesthetic,High,1
21,F,3,93,13,Engineering,Public,High,,Low,Low,43,No,8,Balanced,2,Yes,,,High,2.3
,M,2,76,13,Business,Private,High,High,Low,Medium,64,Yes,4,Balanced,4,Yes,Yes,Kinesthetic,Low,2.3
22,F,2.3,76,17,Business,Public,High,Medium,,Medium,70,Yes,7,Healthy,5,Yes,,,High,3.3
18,M,1.3,95,16,Business,Public,Low,Low,Medium,Medium,45,Yes,6,Healthy,10,Yes,Yes,Auditory,,1.3
20,F,3.7,75,,Law,Public,Medium,Medium,High,Low,63,No,8,Unhealthy,7,No,No,Visual,Medium,3
18,F,1,71,17,Law,,High,,Medium,Low,,No,8,Unhealthy,8,No,No,Visual,Low,
18,F,2,87,9,Engineering,Private,Low,Low,Medium,Low,,No,5,Unhealthy,8,,Yes,Auditory,Medium,1.3
19,M,4,70,19,Medicine,,Low,Medium,High,Medium,82,Yes,8,Balanced,8,Yes,No,Kinesthetic,Low,
20,F,3.3,71,20,Engineering,Public,Low,Low,High,High,26,Yes,6,Healthy,9,Yes,Yes,,Low,2.3
21,F,1.7,89,12,Engineering,Private,High,Low,Low,High,64,No,6,Balanced,4,Yes,Yes,Kinesthetic,Medium,1
20,F,2.7,98,15,Engineering,Public,High,Low,,Medium,,No,4,Balanced,3,No,Yes,Visual,Medium,1
18,F,1.7,80,16,Science,Private,Medium,High,High,Low,34,No,4,Unhealthy,5,Yes,Yes,Visual,High,1.7
,M,2.3,100,,,Public,Medium,Medium,,Medium,29,Yes,4,Unhealthy,3,Yes,No,Kinesthetic,Low,1.7
22,,4,97,15,Medicine,Private,High,Medium,High,Medium,71,Yes,7,Healthy,3,No,,Auditory,Medium,3.7
19,F,1.7,93,6,Science,Private,Low,Low,Low,High,29,No,9,Unhealthy,3,Yes,Yes,Kinesthetic,Low,2
18,F,1.7,90,20,Medicine,Private,Medium,High,Low,Medium,27,Yes,5,Unhealthy,9,Yes,No,,High,4
22,F,1,70,9,Engineering,Public,Low,Low,Low,Medium,28,No,8,Balanced,5,No,Yes,Kinesthetic,Low,1.7
20,,1.7,97,19,,Public,High,High,Medium,Medium,76,Yes,5,Balanced,,Yes,No,,Medium,2.7
18,F,1.7,80,13,Arts,Private,Low,Low,High,High,38,Yes,8,Unhealthy,,Yes,Yes,Auditory,Low,
19,F,1,95,19,Medicine,Public,Medium,High,Medium,Medium,62,No,9,Unhealthy,10,No,Yes,Auditory,High,2.3
22,F,2,100,9,Medicine,Public,High,Medium,Medium,,69,No,7,Unhealthy,6,Yes,No,,Medium,1.3
18,F,3.3,72,,Arts,Public,Low,High,High,High,36,Yes,5,Healthy,10,Yes,Yes,Kinesthetic,Medium,3
21,M,2.3,91,18,Engineering,Private,Low,Low,High,High,87,Yes,7,Healthy,2,No,No,Auditory,High,3
21,M,1,78,12,Arts,Private,Low,Low,Medium,Medium,64,No,7,Healthy,4,,No,Kinesthetic,High,3.3
20,M,,81,9,Medicine,Public,Low,Low,Low,Low,35,Yes,9,Balanced,8,No,No,Visual,Medium,4
20,F,4,79,17,Medicine,Public,High,Low,Low,Low,80,No,6,Healthy,,Yes,No,Kinesthetic,High,2.3
21,F,2.7,98,9,,Public,Low,High,High,Medium,33,Yes,9,Balanced,7,Yes,No,Kinesthetic,,3
20,,3.7,82,16,Business,Public,,High,Low,Medium,99,No,8,Unhealthy,10,,Yes,Kinesthetic,Low,2
21,F,1.7,100,6,Law,,High,Low,Low,Low,80,No,4,Balanced,7,No,Yes,Visual,Low,1.3
20,F,2,93,19,Medicine,Public,High,,Medium,Low,85,Yes,7,Unhealthy,9,Yes,No,Kinesthetic,Low,4
,,3.7,85,5,Science,,Medium,Medium,High,High,33,Yes,5,Balanced,4,No,,Visual,Low,2.3
20,M,2.3,79,10,Science,Public,High,High,Low,Low,55,Yes,9,Healthy,2,No,Yes,Kinesthetic,High,4
19,F,2,86,8,Law,Public,Low,High,Medium,High,57,Yes,6,Healthy,4,No,Yes,Kinesthetic,Low,2.7
22,,3.7,73,13,Science,Public,High,High,Low,,50,No,7,Healthy,8,Yes,No,Auditory,,3.3
21,,2.3,78,14,Law,,Medium,Low,Medium,High,49,Yes,5,Balanced,2,Yes,Yes,Auditory,,3.7
18,M,3,82,5,Medicine,Public,Low,High,High,High,47,No,4,Balanced,5,Yes,Yes,Auditory,Low,3.7
21,F,1,97,12,Engineering,,High,Medium,High,High,67,Yes,6,Unhealthy,7,Yes,Yes,Visual,High,2
18,M,2.7,96,11,Arts,Private,,Low,High,Medium,76,No,6,Healthy,8,No,No,Kinesthetic,Low,3
21,F,3.3,98,12,Medicine,Public,Low,Low,High,Low,69,Yes,5,Unhealthy,,,Yes,Auditory,High,4
,M,2,82,11,Engineering,Public,Medium,High,Low,,,,,Balanced,2,Yes,No,Auditory,High,3.7
19,M,4,78,14,Science,Public,Medium,Low,High,Low,58,Yes,7,Unhealthy,2,Yes,Yes,Visual,Medium,3
,M,3.7,97,5,Engineering,Public,High,High,,Low,43,No,,Balanced,9,Yes,No,Visual,Medium,
18,,2,71,14,Arts,Private,High,Low,Low,Low,35,,9,Unhealthy,6,,No,Visual,Medium,
18,M,1,79,18,Medicine,,Low,Low,High,Medium,31,Yes,7,Healthy,7,No,No,,,3.7
22,M,3,83,8,Medicine,Public,High,Low,,Medium,99,Yes,5,,6,No,Yes,Auditory,Low,3
,F,1.3,98,8,Law,Public,High,High,Low,Low,71,Yes,9,Unhealthy,2,No,,Auditory,Medium,3
,M,2.7,,11,Business,Private,,Medium,Low,,21,No,8,Balanced,5,Yes,No,Kinesthetic,High,1
22,M,4,100,,Arts,Public,Medium,Medium,High,High,42,Yes,8,Healthy,7,No,,Auditory,Low,2.3
20,M,2,95,9,Science,Private,,Medium,High,,49,No,7,,,,Yes,Kinesthetic,High,3.3
22,M,2.7,,19,Arts,Private,Low,High,High,Medium,25,Yes,4,Healthy,5,No,No,Kinesthetic,High,3.3
21,M,3,82,,Law,Private,High,Low,High,Low,24,No,9,Unhealthy,4,Yes,Yes,Visual,Medium,2.3
18,F,1,76,7,Medicine,Public,Medium,High,Medium,Low,24,,9,Balanced,5,,No,Auditory,Medium,2.3
22,F,4,93,13,Science,Private,Medium,Medium,Low,Low,76,Yes,7,Balanced,4,Yes,No,Auditory,High,2.3
18,,1,98,11,Engineering,Public,,Low,Medium,High,92,Yes,6,Healthy,2,Yes,Yes,Auditory,High,1.3
,M,1,,15,,,Low,Low,High,Medium,40,Yes,8,Healthy,3,Yes,No,Kinesthetic,High,3.3
19,M,3,72,12,Business,Private,High,Low,Low,High,80,No,4,Balanced,10,,Yes,Kinesthetic,High,1
22,M,1,78,,Arts,Private,High,High,,Low,70,Yes,5,Healthy,3,Yes,Yes,Visual,High,
,M,3,100,19,Engineering,Private,High,High,Medium,Low,36,Yes,,,8,Yes,Yes,Kinesthetic,Medium,2.7
18,F,1.7,75,17,Medicine,Private,Medium,Medium,High,Low,69,Yes,,Unhealthy,3,Yes,No,Auditory,,1.7
21,F,2,87,5,,Public,High,High,Low,High,40,Yes,5,,4,Yes,Yes,Visual,High,4
22,F,3.3,84,5,Arts,Private,,Medium,Medium,Low,52,No,8,Healthy,2,Yes,No,Kinesthetic,Medium,3.3
19,M,2,83,14,Law,Public,Medium,High,Medium,Low,50,Yes,,Healthy,,No,No,Kinesthetic,Medium,3.3
18,F,1,,19,Engineering,Private,,Low,,Medium,96,Yes,7,Healthy,,,Yes,Auditory,High,2.3
22,F,1,86,,Law,Public,Low,Low,Medium,Medium,46,Yes,7,Healthy,3,No,Yes,Auditory,Medium,2
21,F,2,95,9,,Private,Low,High,Medium,,37,No,5,Balanced,7,Yes,Yes,Kinesthetic,Medium,2.3
